o-xylene_comp	m-xylene_comp	p-xylene_comp	o-xylene_mass	o-xylene_error	m-xylene_mass	m-xylene_error	p-xylene_mass	p-xylene_error	total_mass	total_mass_error
0.01 0.46 0.53 5.0450825315 5.0688690025 173.6166445068 44.9461699768 156.6169098899 27.7251857891 335.2786369282 77.7402247684
0.15 0.6 0.25 53.7410965308 22.4875321451 196.8678944344 35.1988971043 105.8370574536 27.7893224138 356.4460484188 85.4757516632
0.15 0.61 0.24 47.1605540985 10.6786072088 179.2101055742 31.5011848495 129.9657130389 17.7525640874 356.3363727116 59.9323561457
0.15 0.62 0.23 86.6438086926 34.5782998231 168.4618862681 33.5643503870 121.5206835840 23.5800219881 376.6263785447 91.7226721982
0.15 0.63 0.22 40.1413088373 17.2633883224 202.0226526731 35.2576268495 124.2625762642 11.3682454895 366.4265377746 63.8892606614
0.15 0.64 0.21 65.3667214946 23.1454723177 183.5971338625 17.4849358949 122.9464677777 14.2730197254 371.9103231348 54.9034279380
0.15 0.65 0.2 67.7795870532 34.8043721776 207.5064380333 69.3011625626 100.1339206789 90.1601023481 375.4199457654 194.2656370883
0.15 0.66 0.18999999999999995 48.1476354633 18.4490057784 203.9968154028 16.3854185166 127.5528474803 43.0096610466 379.6972983464 77.8440853416
0.15 0.67 0.17999999999999994 97.3920279987 46.1608361546 168.4618862681 22.2227991350 93.6630539537 18.9380445283 359.5169682205 87.3216798179
0.15 0.68 0.16999999999999993 57.0313677470 42.0102341983 259.4927232489 45.5459324648 61.7474231569 22.5580294976 378.2715141528 110.1141961607
0.15 0.6900000000000001 0.15999999999999992 43.3219043463 17.3966554400 217.8159545107 62.1481050566 121.5206835840 58.6599984274 382.6585424410 138.2047589240
0.01 0.47 0.52 5.2644339459 7.6175285929 110.2240857418 26.1387377404 242.4929886320 33.0515345539 357.9815083197 66.8078008872
0.15 0.7000000000000001 0.1499999999999999 45.8444456120 13.9525432805 205.9709781325 39.3037093758 99.4758664356 29.3849036370 351.2912901801 82.6411562933
0.15 0.71 0.14 48.3669868778 18.8489118398 237.1188789789 19.7611155814 95.7468923906 26.5097777833 381.2327582473 65.1198052045
0.15 0.72 0.13 47.5992569273 15.2350571857 263.6604001227 18.0135462922 80.1729419674 5.5231274895 391.4325990174 38.7717309674
0.15 0.73 0.12 37.8381189860 15.3389230486 231.8544450330 34.2876502661 82.9148346476 21.0440218545 352.6073986666 70.6705951692
0.15 0.74 0.11 52.0959609227 11.0331799043 169.9973461690 47.4884413896 127.1141446515 32.3080136025 349.2074517432 90.8296348964
0.15 0.75 0.09999999999999998 58.6765033551 19.4840367815 249.6219096004 59.1899378384 60.1022875488 28.9227961593 368.4007005043 107.5967707792
0.15 0.76 0.08999999999999997 57.6894219902 15.3921561762 271.9957538703 34.5086556440 50.0121224858 28.1368960192 379.6972983463 78.0377078394
0.15 0.77 0.07999999999999996 71.2892096838 30.0199059871 236.2414733213 36.5823974901 58.7861790623 34.6436376944 366.3168620674 101.2459411716
0.15 0.78 0.06999999999999995 59.9926118416 24.3726962179 237.5575818077 25.0425931269 52.0959609227 20.3063024342 349.6461545720 69.7215917790
0.15 0.79 0.059999999999999935 62.8441802289 38.3306790076 256.6411548615 32.9246399963 53.8507722380 24.4987151997 373.3361073284 95.7540342036
0.01 0.48 0.51 1.3161084865 1.1184771424 111.7595456427 30.0231113585 236.7898518573 22.3630891647 349.8655059865 53.5046776656
0.15 0.8 0.04999999999999993 56.4829892110 26.9989426000 242.2736372176 64.4997602967 45.1863913688 19.1175800420 343.9430177974 110.6162829387
0.15 0.81 0.039999999999999925 85.3277002061 19.2054658801 234.4866620060 36.2666901656 37.7284432788 24.1824364503 357.5428054909 79.6545924960
0.15 0.8200000000000001 0.02999999999999992 52.0959609227 26.7842358710 298.2082478925 33.5069606718 18.6448702250 6.0071858847 368.9490790402 66.2983824275
0.15 0.8300000000000001 0.01999999999999991 47.4895812201 23.8942064168 296.1244094556 27.9102587992 13.5997876935 13.2230883790 357.2137783692 65.0275535950
0.15 0.84 0.010000000000000007 71.8375882198 21.9022140149 288.5567856584 16.4498936731 5.3741096531 2.4425939762 365.7684835313 40.7947016642
0.15 0.85 0.0 42.4444986886 12.8203348982 326.0658775228 19.4420106430 0.0000000000 0.0000000000 368.5103762114 32.2623455412
0.16 0.0 0.84 70.8505068549 38.1091125329 0.0000000000 0.0000000000 294.1502467259 58.7869975320 365.0007535808 96.8961100649
0.16 0.01 0.83 61.6377474496 44.3155006207 3.3999469234 4.7249740691 284.0600816630 60.1958793329 349.0977760360 109.2363540227
0.16 0.02 0.8200000000000001 49.5734196570 13.4073785903 7.2385966756 6.5951496477 294.9179766763 27.4004950875 351.7299930089 47.4030233255
0.16 0.03 0.81 65.2570457874 10.3118497390 19.1932487610 12.0543531503 261.0281831498 31.6581165861 345.4784776982 54.0243194754
0.0 0.15 0.85 0.0000000000 0.0000000000 45.0767156616 21.6414377666 286.5826229287 11.1761644422 331.6593385903 32.8176022088
0.01 0.49 0.5 1.3161084865 1.1184771424 111.7595456427 30.0231113585 236.7898518573 22.3630891647 349.8655059865 53.5046776656
0.16 0.04 0.8 44.9670399544 17.4104787679 19.1932487610 30.6307580478 297.1114908205 52.1918101300 361.2717795359 100.2330469457
0.16 0.05 0.79 54.1797993597 15.2666063129 20.1803301259 14.8674311016 277.5892149378 23.1142691323 351.9493444234 53.2483065468
0.16 0.06 0.78 80.7213205035 11.4273455673 28.4060081663 17.2494471198 248.9638553571 28.5494103003 358.0911840269 57.2262029874
0.16 0.07 0.77 64.8183429586 31.8882943861 32.5736850401 31.9877242787 272.8731595280 44.1359902016 370.2651875267 108.0120088664
0.16 0.08 0.76 62.8441802289 30.6040426598 38.9348760581 22.2941336283 260.5894803209 17.5535960817 362.3685366079 70.4517723698
0.16 0.09 0.75 59.4442333055 20.6889202852 40.4703359589 21.7744261409 259.7120746633 33.7230952976 359.6266439277 76.1864417237
0.16 0.1 0.74 43.4315800535 18.4359611570 43.3219043463 20.3418133370 277.5892149378 16.4645119055 364.3426993376 55.2422863995
0.16 0.11 0.73 46.5024998553 31.4859071024 60.4313146704 25.7530144405 233.4995806411 41.1446190050 340.4333951668 98.3835405479
0.16 0.12 0.72 61.0893689136 28.9477389266 41.4574173238 17.2243245198 244.3574756545 58.9912586773 346.9042618919 105.1633221237
0.16 0.13 0.71 58.5668276479 24.3213144936 38.1671461076 25.5485552115 263.2216972939 29.4535944389 359.9556710494 79.3234641440
0.01 0.5 0.49 5.0450825315 8.8667908664 164.4038851015 37.2987714734 169.2296162185 23.0120438750 338.6785838515 69.1776062148
0.16 0.14 0.7 43.5412557607 21.1943870279 38.1671461076 9.6014802190 288.3374342440 37.3825267875 370.0458361123 68.1783940344
0.16 0.15 0.69 60.7603417920 29.0373554858 101.0113263365 65.1861327882 207.7257894478 27.3389662941 369.4974575763 121.5624545681
0.16 0.16 0.6799999999999999 53.7410965308 12.4664184473 43.3219043463 26.9275639090 262.8926701723 34.0001768116 359.9556710494 73.3941591679
0.16 0.17 0.6699999999999999 72.2762910486 38.9643691975 68.9860198324 5.6095666611 218.1449816323 48.2194083139 359.4072925133 92.7933441725
0.16 0.18 0.66 43.9799585895 26.8774860370 61.4183960352 29.0257541333 244.3574756545 36.1137973035 349.7558302792 92.0170374738
0.16 0.19 0.65 65.6957486163 35.8919512063 68.9860198324 7.1213239869 225.4932540151 9.0812545229 360.1750224638 52.0945297161
0.16 0.2 0.64 53.9604479452 24.8710070738 66.4634785667 11.8814787032 257.9572633480 23.2409008596 378.3811898599 59.9933866366
0.16 0.21 0.63 56.1539620894 24.2638757457 101.5597048726 11.4273455673 203.9968154028 23.8680143533 361.7104823648 59.5592356663
0.16 0.22 0.62 78.8568334810 22.6304334412 85.9857544493 29.9268008728 188.8615678084 16.7714203753 353.7041557387 69.3286546893
0.16 0.23 0.61 76.0052650936 27.3319256125 89.6050527871 37.0476681688 190.5067034164 14.3436370522 356.1170212971 78.7232308335
0.01 0.51 0.48 4.2773525810 4.8753288345 166.9264263672 15.6433087523 185.3519451778 20.6003562906 356.5557241260 41.1189938774
0.16 0.24 0.6 47.8186083417 36.6481010480 59.9926118416 11.6813638742 248.8541796499 55.5457380688 356.6653998332 103.8752029910
0.16 0.25 0.59 33.7801178194 23.5289541801 81.2696990395 22.2552522495 246.7703412130 23.1828607027 361.8201580719 68.9670671323
0.16 0.26 0.58 56.3733135038 33.1242424920 95.4178652690 26.0280580432 187.3261079075 22.6750380274 339.1172866803 81.8273385626
0.16 0.27 0.57 74.6891566071 13.8278407895 80.8309962107 17.9225005816 224.7255240646 49.2022385032 380.2456768824 80.9525798743
0.16 0.28 0.5599999999999999 46.9412026841 27.8377600146 73.4827238279 29.2651288307 244.1381242401 15.2508399075 364.5620507521 72.3537287528
0.16 0.29 0.55 50.8895281435 24.2817161044 89.4953770799 19.5382893621 207.2870866189 51.3722698427 347.6719918423 95.1922753092
0.16 0.3 0.54 37.5090918644 10.2791358799 126.8947932371 59.5917684247 194.2356774614 27.3829295398 358.6395625629 97.2538338444
0.16 0.31 0.53 76.7729950440 36.4809825731 63.2828830577 49.1494033441 224.9448754791 44.6120010629 365.0007535808 130.2423869801
0.16 0.32 0.52 75.4568865576 32.0853465015 68.2182898820 47.6179537215 221.3255771413 41.8989911461 365.0007535809 121.6022913691
0.16 0.33 0.51 36.7413619139 35.2262254447 83.5728888908 29.4012731462 218.4740087539 75.4058573460 338.7882595586 140.0333559369
0.01 0.52 0.47 4.7160554098 5.9102894363 166.9264263672 15.6433087523 184.9132423489 20.5348541970 356.5557241259 42.0884523856
0.16 0.34 0.5 61.6377474496 27.7685375774 96.4049466339 15.0283735601 214.3063318801 31.3557457055 372.3490259636 74.1526568430
0.16 0.35000000000000003 0.49 55.9346106749 34.1442160841 135.0107955703 34.0906255256 179.7584841103 81.1938082750 370.7038903555 149.4286498847
0.16 0.36 0.48 62.2958016929 33.3139847802 110.3337614490 13.4575265881 187.1067564931 31.7900670535 359.7363196350 78.5615784218
0.16 0.37 0.47 74.0311023639 23.5636923310 126.6754418227 15.1177529504 164.5135608087 52.3142776504 365.2201049953 90.9957229318
0.16 0.38 0.46 74.0311023639 23.5636923310 126.6754418227 15.1177529504 164.5135608087 52.3142776504 365.2201049953 90.9957229318
0.16 0.39 0.45 42.7735258103 14.1307263956 87.6308900574 25.0329846420 219.4610901188 28.8044406571 349.8655059865 67.9681516947
0.16 0.4 0.44 73.0440209991 29.4159979159 110.7724642778 14.9094432720 195.9904887767 27.7858593541 379.8069740536 72.1113005420
0.16 0.41 0.43 36.8510376211 24.3904569803 152.0105301872 42.4851470901 179.2101055742 9.1077074030 368.0716733825 75.9833114734
0.16 0.42 0.42 65.3667214946 11.5321281151 129.5270102100 31.4094068992 165.1716150519 23.1558640357 360.0653467565 66.0973990500
0.16 0.43 0.41 72.3859667558 26.1571388252 127.8818746019 23.9022597391 158.0426940835 42.5982479906 358.3105354412 92.6576465549
0.01 0.53 0.46 4.1676768738 5.0307566648 128.7592802596 25.7530144405 226.1513082583 42.6163162796 359.0782653917 73.4000873849
0.16 0.44 0.4 52.0959609227 17.3828211194 110.3337614490 30.1749742968 198.0743272136 34.3297227392 360.5040495853 81.8875181554
0.16 0.45 0.39 79.8439148458 26.4370784067 144.4429063900 28.9726602205 142.9074464891 21.9197814643 367.1942677249 77.3295200915
0.16 0.46 0.38 96.4049466339 22.5452281935 103.4241918951 42.7628381240 165.7199935879 60.1455018537 365.5491321169 125.4535681712
0.16 0.47 0.37 67.0118571027 21.6969486508 121.1916564624 30.2990927343 175.8101586509 52.6653564407 364.0136722160 104.6613978258
0.16 0.48 0.36 43.6509314679 25.5108618372 197.9646515064 40.8900690193 112.3079241787 17.5124322728 353.9235071530 83.9133631293
0.16 0.49 0.35 48.2573111705 27.0701330798 186.9970807859 30.4337736378 128.5399288452 11.6401014214 363.7943208016 69.1440081390
0.16 0.5 0.34 43.4315800535 17.7715261663 169.4489676329 21.6369907435 155.9588556466 24.0847453476 368.8394033330 63.4932622574
0.16 0.51 0.33 58.3474762335 29.2864944402 124.4819276786 35.2125639257 169.5586433401 33.6931198414 352.3880472522 98.1921782073
0.16 0.52 0.31999999999999995 39.5929303013 14.4738694633 137.5333368361 25.9762461317 175.8101586509 47.2426119600 352.9364257883 87.6927275550
0.16 0.53 0.30999999999999994 51.8766095083 23.9444952430 191.4937847813 24.4397247091 114.2820869084 42.8078208726 357.6524811980 91.1920408247
0.01 0.54 0.45 3.2902712162 7.3409024081 145.1009606333 36.3130950014 194.1260017542 63.8685630487 342.5172336037 107.5225604582
0.16 0.54 0.29999999999999993 52.8636908732 20.4785427906 175.0424287004 26.6978697103 124.8109548002 34.4779676383 352.7170743738 81.6543801392
0.16 0.55 0.2899999999999999 74.1407780711 15.2192580970 178.6617270382 24.8884122362 127.8818746019 18.7849867020 380.6843797112 58.8926570352
0.16 0.56 0.2799999999999999 54.9475293101 16.9965501852 171.5328060698 27.0470167271 108.9079772553 16.3648504228 335.3883126352 60.4084173351
0.16 0.5700000000000001 0.2699999999999999 84.4502945485 22.2292935483 154.9717742818 28.2154479240 108.4692744265 29.2684168627 347.8913432568 79.7131583350
0.16 0.58 0.26 55.4959078461 15.5785839188 182.0616739616 30.8030623160 126.2367389939 20.6400240010 363.7943208016 67.0216702358
0.16 0.59 0.25 55.3862321389 35.7684077572 183.9261609841 37.3838138652 113.1853298364 23.9645812252 352.4977229594 97.1168028476
0.16 0.6 0.24 54.2894750669 16.3707296580 161.0039381781 33.6802650505 142.4687436603 30.0391330851 357.7621569053 80.0901277936
0.16 0.61 0.23 65.8054243235 8.9639345054 196.6485430200 15.4265032557 116.0368982237 26.1810409006 378.4908655672 50.5714786617
0.16 0.62 0.22 76.8826707513 37.9509643790 142.0300408315 30.4574790343 160.8942624709 33.5514462599 379.8069740537 101.9598896732
0.16 0.63 0.21 76.9923464585 30.5253324769 168.9005890969 23.0788545222 127.6625231875 9.5964676996 373.5554587429 63.2006546987
0.01 0.55 0.44 6.9095695540 5.9911453063 125.3593333362 23.8337197623 205.9709781325 15.4576616459 338.2398810227 45.2825267145
0.16 0.64 0.2 62.8441802289 8.4557054055 171.9715088987 29.8881897816 137.4236611288 37.0346785578 372.2393502564 75.3785737449
0.16 0.65 0.18999999999999995 21.9351414412 7.5668290040 258.9443447129 33.7073971927 102.9854890662 30.6496019488 383.8649752203 71.9238281455
0.16 0.66 0.17999999999999994 52.7540151660 30.6338995030 234.7060134204 54.1180438271 73.3730481207 24.9463417402 360.8330767071 109.6982850703
0.16 0.67 0.16999999999999993 102.9854890662 14.3905227525 176.9069157229 22.3006072674 82.9148346476 19.9042524124 362.8072394367 56.5953824323
0.16 0.68 0.15999999999999992 66.6828299811 36.0804739925 234.8156891276 18.9380445283 62.0764502785 39.5769770190 363.5749693872 94.5954955398
0.16 0.6900000000000001 0.1499999999999999 42.2251472742 8.3526530130 236.8995275645 42.7538358950 69.4247226613 27.2614187864 348.5493975000 78.3679076944
0.16 0.7000000000000001 0.1399999999999999 88.5082957151 16.8429894482 203.5581125739 32.3452236827 87.8502414718 23.4859714085 379.9166497608 72.6741845394
0.16 0.71 0.13 65.3667214946 12.1616463604 224.9448754791 38.0143025925 72.4956424630 12.2797615928 362.8072394367 62.4557105457
0.16 0.72 0.12 69.5343983685 39.9641181247 192.8098932678 27.2084187645 94.1017567826 38.1040619580 356.4460484189 105.2765988472
0.16 0.73 0.11 42.2251472742 18.0482365105 235.8027704924 35.4373055185 84.5599702557 31.3403970602 362.5878880223 84.8259390892
0.01 0.56 0.43 6.2515153107 6.0709243894 118.2304123678 26.8255211165 215.2934132450 43.6812333317 339.7753409235 76.5776788376
0.16 0.74 0.09999999999999998 54.8378536029 18.3128875315 230.3189851321 38.3394648343 79.1858606026 42.6050244969 364.3426993376 99.2573768627
0.16 0.75 0.08999999999999997 69.4247226613 19.3551989096 238.6543388798 9.1603839985 68.7666684180 29.3521372311 376.8457299591 57.8677201392
0.16 0.76 0.07999999999999996 66.6828299811 12.3032485666 222.5320099205 27.7494711345 61.9667745713 15.4015311580 351.1816144729 55.4542508591
0.16 0.77 0.06999999999999995 34.6575234770 10.4370713019 274.8473222577 37.8684663236 48.9153654138 17.9332358330 358.4202111485 66.2387734585
0.16 0.78 0.059999999999999935 43.7606071751 31.9561210525 278.9053234243 24.0747545788 17.8771402745 18.0695512348 340.5430708739 74.1004268661
0.16 0.79 0.04999999999999993 62.7345045217 17.7335817329 255.9831006183 52.2839177305 35.4252534275 31.5637462993 354.1428585675 101.5812457627
0.16 0.8 0.039999999999999925 79.4052120170 23.2284758917 268.1571041181 55.1571769506 18.7545459322 20.1922478793 366.3168620673 98.5779007216
0.16 0.81 0.02999999999999992 75.0181837288 24.6845884026 263.7700758299 46.4434858498 34.8768748914 39.7480257634 373.6651344501 110.8761000158
0.16 0.8200000000000001 0.01999999999999991 52.0959609227 13.8903319776 276.6021335730 10.4416802981 24.0189798781 19.2530073315 352.7170743738 43.5850196072
0.16 0.8300000000000001 0.009999999999999898 77.1020221657 24.0047027688 269.1441854830 33.8356222530 13.3804362791 8.3699165237 359.6266439278 66.2102415455
0.01 0.5700000000000001 0.4199999999999999 3.6192983378 4.9827063119 159.7975053988 55.8834052402 181.1842683040 53.8890669391 344.6010720406 114.7551784912
0.16 0.84 0.0 64.0506130082 16.5809938100 282.1955946405 29.0224386094 0.0000000000 0.0000000000 346.2462076487 45.6034324194
0.17 0.0 0.83 54.8378536029 17.9144449213 0.0000000000 0.0000000000 273.0925109424 38.2892329558 327.9303645453 56.2036778771
0.17 0.01 0.82 63.2828830577 16.1874804773 2.9612440946 4.3650380330 285.8148929783 40.2161541616 352.0590201306 60.7686726719
0.17 0.02 0.81 60.9796932064 28.5527807519 18.7545459322 27.6887178329 272.9828352352 25.8834669006 352.7170743738 82.1249654854
0.17 0.03 0.8 79.7342391386 20.3489080812 21.2770871979 34.2876502661 269.3635368974 28.9959007699 370.3748632339 83.6324591172
0.17 0.04 0.79 57.5797462830 25.9447384190 21.9351414412 12.6389059168 260.2604531993 57.6381059654 339.7753409235 96.2217503012
0.17 0.05 0.78 25.5544397789 23.9946786724 16.0126532520 6.6315269212 327.3819860093 36.7176184547 368.9490790402 67.3438240483
0.17 0.06 0.77 71.5085610982 36.1071351016 39.7026060085 18.3338945789 250.1702881364 35.4264418440 361.3814552431 89.8674715245
0.17 0.07 0.76 70.8505068549 41.1212240983 41.3477416166 13.6386493560 258.2862904696 35.4305161123 370.4845389411 90.1903895666
0.17 0.08 0.75 114.9401411517 20.0271565252 30.5995223104 30.9308828697 230.0996337177 68.6839683362 375.6392971798 119.6420077311
0.01 0.58 0.41 5.2644339459 5.6607966437 171.4231303626 21.3075936180 187.2164322003 12.9138196926 363.9039965088 39.8822099543
0.17 0.09 0.74 63.1732073505 15.9901012669 37.2897404500 29.0174646132 256.3121277399 62.3305483886 356.7750755404 107.3381142687
0.17 0.1 0.73 67.0118571027 12.0423726738 77.1020221657 11.2405561664 207.9451408622 37.8811700263 352.0590201306 61.1640988665
0.17 0.11 0.72 55.6055835533 19.0923954967 52.8636908732 20.1946305860 239.8607716590 13.0066325851 348.3300460855 52.2936586678
0.17 0.12 0.71 60.7603417920 12.4934062411 45.1863913688 21.1716730711 253.1315322309 15.7047034496 359.0782653917 49.3697827618
0.17 0.13 0.7 73.8117509495 20.9431786515 37.5090918644 15.9177202030 272.7634838208 13.3714434451 384.0843266347 50.2323422996
0.17 0.14 0.69 66.9021813955 55.6478586089 29.0640624095 14.1307263956 271.3376996271 17.5535960817 367.3039434321 87.3321810862
0.17 0.15 0.6799999999999999 34.8768748914 13.7790405941 35.2059020131 31.6611561058 270.1312668478 45.5311403644 340.2140437523 90.9713370643
0.17 0.16 0.6699999999999999 73.4827238279 11.7101610818 58.7861790623 30.5395152810 229.4415794745 33.3067625492 361.7104823647 75.5564389120
0.17 0.17 0.6599999999999999 81.8180775755 35.2494378756 54.6185021885 16.2468189478 212.7708719792 29.7461869968 349.2074517432 81.2424438202
0.17 0.18 0.65 34.8768748914 22.9806595209 34.5478477698 27.1942679802 293.9308953115 21.8251901651 363.3556179727 72.0001176662
0.0 0.16 0.84 0.0000000000 0.0000000000 87.8502414718 19.2654987409 262.6733187578 33.7330811971 350.5235602296 52.9985799380
0.01 0.59 0.4 5.7031367747 4.0801721630 169.8876704618 18.6435798779 188.3131892723 14.4272546258 363.9039965088 37.1510066667
0.17 0.19 0.64 83.7922403052 31.8581028489 74.2504537783 19.5407518096 219.5707658260 18.3601195881 377.6134599095 69.7589742466
0.17 0.2 0.63 57.2507191614 29.0390124435 69.2053712468 15.5321867625 232.2931478618 20.5489079371 358.7492382700 65.1201071431
0.17 0.21 0.62 53.0830422876 26.0132651702 74.4698051927 10.7549320492 225.2739026007 19.7221197554 352.8267500810 56.4903169748
0.17 0.22 0.61 46.6121755625 19.3974131341 69.4247226613 12.3617707705 228.6738495241 6.9365007752 344.7107477479 38.6956846798
0.17 0.23 0.6 48.5863382922 16.2911809643 81.7084018683 24.7196489893 236.2414733213 34.5810826729 366.5362134818 75.5919126265
0.17 0.24 0.59 31.8059550897 25.6556775061 50.4508253147 26.4498152221 286.8019743431 55.0698752547 369.0587547475 107.1753679829
0.17 0.25 0.58 41.8961201526 15.5662248657 63.1732073505 30.4843228658 254.8863435462 45.0306603591 359.9556710493 91.0812080906
0.17 0.26 0.57 66.7925056883 47.2110289248 92.8953240033 24.6865375193 215.6224403666 58.8352670930 375.3102700582 130.7328335371
0.17 0.27 0.5599999999999999 43.7606071751 12.2797615928 104.6306246743 10.5059939393 222.5320099205 26.4534531858 370.9232417699 49.2392087179
0.17 0.28 0.5499999999999999 48.8056897066 11.7511775334 122.1787378272 43.8779595102 193.6872989254 16.7685512588 364.6717264592 72.3976883024
0.01 0.6 0.39 3.6192983378 5.8283119650 165.3909664663 9.3732634939 199.9388142361 28.9061556907 368.9490790402 44.1077311496
0.17 0.29 0.54 78.9665091882 25.0963326589 87.8502414718 22.1251541808 196.4291916056 22.6198003375 363.2459422656 69.8412871772
0.17 0.3 0.53 43.2122286391 17.3745152395 131.6108486469 15.9539517830 189.9583248804 20.2541071552 364.7814021664 53.5825741777
0.17 0.31 0.52 69.2053712468 28.4430366360 56.7023406254 26.4097645463 231.6350936186 16.2911809643 357.5428054908 71.1439821466
0.17 0.32 0.51 40.0316331301 26.3313077855 113.0756541292 34.0694481528 216.2804946098 34.9216820899 369.3877818691 95.3224380282
0.17 0.33 0.5 57.4700705758 12.8540677483 133.0366328406 32.6870409330 173.9456716284 19.3899702433 364.4523750448 64.9310789246
0.17 0.34 0.49 62.8441802289 15.2855045330 146.9654476557 31.6200979383 159.5781539844 30.7718060296 369.3877818690 77.6774085009
0.17 0.35000000000000003 0.48 36.0833076707 9.9895244727 93.9920810754 43.0767309403 222.0933070917 69.5935358264 352.1686958378 122.6597912394
0.17 0.36 0.47 36.0833076707 34.6227985785 117.2433310030 27.9481592978 208.2741679838 25.1576087035 361.6008066575 87.7285665798
0.17 0.37 0.46 56.7023406254 37.5507583184 128.6496045524 11.8652693113 174.6037258716 16.7139444681 359.9556710494 66.1299720978
0.17 0.38 0.45 64.5989915442 15.2823564526 121.6303592912 16.2882272555 161.0039381781 11.9259409323 347.2332890135 43.4965246404
0.01 0.61 0.38 1.9741627297 3.7095690180 175.8101586509 14.3603995180 177.8939970878 18.9024418886 355.6783184684 36.9724104246
0.17 0.39 0.44 49.6830953642 26.0151147393 127.9915503091 40.0014233516 177.1262671373 63.0038970847 354.8009128106 129.0204351756
0.17 0.4 0.43 40.9090387878 22.1381983920 121.0819807552 33.7430641415 202.3516797947 34.7102387896 364.3426993377 90.5915013231
0.17 0.41 0.4199999999999999 50.7798524363 36.8653971184 125.1399819218 30.1510467899 188.6422163939 29.6895198317 364.5620507520 96.7059637400
0.17 0.42 0.41 47.7089326345 8.9907325757 115.1594925661 30.3704687878 178.2230242094 51.6152102694 341.0914494100 90.9764116329
0.17 0.43 0.4 42.9928772247 20.9661401523 178.3326999166 55.0978268475 151.4621516512 22.2336221032 372.7877287925 98.2975891030
0.17 0.44 0.39 33.0123878689 23.9826442261 142.5784193675 40.4226033356 173.0682659707 51.6878697361 348.6590732071 116.0931172978
0.17 0.45 0.38 45.4057427832 10.2275169759 127.9915503091 21.6880764571 177.2359428445 16.7828919364 350.6332359368 48.6984853694
0.17 0.46 0.37 54.8378536029 17.2299104855 118.9981423183 26.5224796866 183.4874581553 14.8868360667 357.3234540765 58.6392262388
0.17 0.47 0.36 40.9090387878 23.8438115271 158.3717212052 38.9952281582 173.0682659707 47.4661458697 372.3490259637 110.3051855550
0.17 0.48 0.35 50.1217981930 32.9801252599 158.4813969124 27.7893224138 149.2686375071 48.3937145009 357.8718326125 109.1631621746
0.01 0.62 0.37 2.6322169729 2.3420322164 177.0165914301 19.8073234097 166.0490207096 28.4176508844 345.6978291126 50.5670065105
0.17 0.49 0.34 96.8436494627 9.8488540804 168.3522105609 40.0939345385 100.9016506293 34.6200190820 366.0975106529 84.5628077009
0.17 0.5 0.33 72.6053181702 11.5362996212 145.3203120477 43.0566209422 157.0556127187 23.0329430201 374.9812429366 77.6258635835
0.17 0.51 0.31999999999999995 72.6053181702 43.0096610466 134.4624170343 11.4693734604 168.3522105609 32.5276773789 375.4199457654 87.0067118859
0.17 0.52 0.30999999999999994 48.5863382922 7.9573485907 179.7584841103 29.3423001743 115.5981953949 32.9713706364 343.9430177974 70.2710194014
0.17 0.53 0.29999999999999993 60.7603417920 9.1077074030 175.4811315293 23.5841026357 129.8560373316 16.7541983063 366.0975106529 49.4460083450
0.17 0.54 0.2899999999999999 46.6121755625 19.2854681671 169.7779947546 32.2722515619 132.7076057190 12.4664184473 349.0977760361 64.0241381763
0.17 0.55 0.2799999999999999 81.9277532827 21.0005353307 165.3909664663 39.0149650837 98.1597579492 27.3354461800 345.4784776982 87.3509465944
0.17 0.56 0.2699999999999999 88.0695928862 13.4611014391 128.7592802596 29.2930653387 140.4945809306 53.1509796237 357.3234540764 95.9051464015
0.17 0.5700000000000001 0.2599999999999999 41.7864444454 23.7710551941 163.9651822726 28.3718992925 163.4168037366 20.2707293223 369.1684304546 72.4136838089
0.17 0.58 0.25 60.2119632560 20.0127363938 172.5198874347 24.6670394217 109.5660314986 30.6809827310 342.2978821893 75.3607585465
0.01 0.63 0.36 2.9612440946 3.3697403682 169.8876704618 74.9925242042 167.3651291960 33.6216421423 340.2140437524 111.9839067147
0.17 0.59 0.24 61.1990446208 23.2719342569 172.9585902635 35.0179951740 116.1465739309 20.7909967618 350.3042088152 79.0809261927
0.17 0.6 0.23 48.5863382922 30.6119025471 165.7199935879 35.9053542283 138.1913910793 28.0478333053 352.4977229594 94.5650900807
0.17 0.61 0.22 73.1536967063 23.0329430201 174.7134015788 25.9966131263 132.9269571334 18.0961593353 380.7940554185 67.1257154817
0.17 0.62 0.21 50.8895281435 19.1904283213 197.3065972632 38.2917461147 99.8048935573 39.4893472189 348.0010189640 96.9715216549
0.17 0.63 0.2 69.0956955396 30.4337736378 168.9005890969 36.3687026465 114.5014383228 14.3737954160 352.4977229593 81.1762717003
0.17 0.64 0.18999999999999995 83.9019160124 18.8310346753 164.6232365159 35.8517120765 113.5143569580 27.6765511693 362.0395094863 82.3592979211
0.17 0.65 0.17999999999999994 52.5346637516 23.3318151148 237.4479061005 31.0597265319 78.7471577738 17.3495737422 368.7297276259 71.7411153889
0.17 0.66 0.16999999999999993 81.9277532827 23.3956562040 176.4682128941 27.8100917160 92.7856482961 36.5231632290 351.1816144729 87.7289111490
0.17 0.67 0.15999999999999992 60.6506660848 27.2614187864 210.0289792991 18.6513206214 80.8309962107 28.6133809915 351.5106415946 74.5261203993
