o-xylene_comp	m-xylene_comp	p-xylene_comp	o-xylene_mass	o-xylene_error	m-xylene_mass	m-xylene_error	p-xylene_mass	p-xylene_error	total_mass	total_mass_error
0.6 0.13 0.27 190.2873520020 53.5010645532 30.7091980176 15.0539646788 139.5074995658 24.1545650234 360.5040495854 92.7095942554
0.6 0.14 0.26 161.3329652997 27.6713352474 81.1600233323 39.7988343511 109.3466800842 26.6455544992 351.8396687162 94.1157240977
0.6 0.15 0.25 168.9005890969 21.8692370115 65.1473700802 19.6610339376 129.6366859172 27.0221000782 363.6846450943 68.5523710273
0.6 0.16 0.24 181.8423225472 27.9842891627 94.9791624402 9.9412422931 92.8953240033 32.6133583161 369.7168089907 70.5388897719
0.6 0.17 0.23 167.8038320248 13.6809179987 81.1600233323 33.1576346058 97.6113794131 64.4273603369 346.5752347702 111.2659129414
0.6 0.18 0.22 228.6738495241 12.6389059168 45.1863913688 21.5657136603 100.0242449717 13.8487025174 373.8844858646 48.0533220945
0.6 0.19 0.21 194.5647045831 19.8558470577 56.9216920398 24.9463417402 120.8626293408 41.9621033051 372.3490259637 86.7642921030
0.04 0.33 0.63 11.4062735494 12.6274800541 131.3914972325 32.1228145135 217.0482245602 41.0802509527 359.8459953421 85.8305455203
0.6 0.2 0.2 202.1323283803 28.1129453524 94.1017567826 18.3993870164 79.7342391386 43.4326878748 375.9683243015 89.9450202436
0.6 0.21 0.19000000000000009 172.9585902635 24.9386255811 108.9079772553 40.4559180199 101.9984077014 19.0090497649 383.8649752202 84.4035933659
0.6 0.22 0.18000000000000005 180.4165383535 22.6261807994 100.1339206789 36.7346498023 80.5019690890 24.0026982844 361.0524281214 83.3635288861
0.6 0.23 0.17000000000000004 202.9000583307 54.7280680001 65.1473700802 11.5945431197 86.4244572782 35.7522619208 354.4718856891 102.0748730406
0.6 0.24 0.16000000000000006 189.3002706372 37.2277544138 112.3079241787 19.0772688109 56.1539620894 20.7701582945 357.7621569053 77.0751815192
0.6 0.25 0.15000000000000002 163.9651822726 38.3520125240 115.2691682733 57.4742565191 81.3793747467 39.0704217325 360.6137252926 134.8966907756
0.6 0.26 0.14 165.5006421735 30.4685352409 101.2306777509 21.8868309298 109.4563557914 27.4548768656 376.1876757158 79.8102430363
0.6 0.27 0.13 194.0163260470 40.0723276742 112.7466270075 19.6267428345 71.5085610982 34.5546365514 378.2715141527 94.2537070601
0.6 0.28 0.12 140.8236080522 72.4537345618 170.5457247050 53.7701862944 70.0827769045 25.6125066388 381.4521096617 151.8364274950
0.6 0.29 0.1100000000000001 188.6422163939 30.8108714332 87.8502414718 17.4711714782 76.0052650936 10.1377380050 352.4977229593 58.4197809164
0.04 0.34 0.62 11.9546520854 9.1866090278 155.9588556466 12.2836792070 199.8291385289 25.7361940076 367.7426462609 47.2064822424
0.6 0.3 0.10000000000000007 211.3450877855 34.8251026412 78.9665091882 13.9076408092 69.2053712468 16.5519501832 359.5169682205 65.2846936336
0.6 0.31 0.09000000000000008 169.2296162185 27.2878801950 150.0363674575 20.1588604146 62.9538559361 11.3428226202 382.2198396121 58.7895632298
0.6 0.32 0.08000000000000007 207.3967623261 41.4185193274 79.2955363098 21.8978199504 74.5794808999 28.4057964363 361.2717795358 91.7221357141
0.6 0.33 0.07000000000000006 209.0418979342 23.5575657913 117.9013852462 21.9351414412 40.6896873733 5.0211833799 367.6329705537 50.5138906124
0.6 0.34 0.06000000000000005 164.2942093943 11.3045811165 157.2749641331 18.5400611440 42.1154715670 19.4519073149 363.6846450944 49.2965495754
0.6 0.35000000000000003 0.05000000000000005 211.7837906144 91.1071815438 94.4307839042 24.1525729765 54.6185021885 36.3660565915 360.8330767071 151.6258111118
0.6 0.36 0.040000000000000036 198.0743272136 28.4683997507 131.2818215253 25.4069167147 31.6962793825 17.4160050270 361.0524281214 71.2913214924
0.6 0.37 0.030000000000000027 208.7128708126 30.5095660730 131.7205243541 21.1238942627 34.8768748914 14.5930524681 375.3102700581 66.2265128038
0.6 0.38 0.020000000000000014 172.7392388491 40.7131825273 176.9069157229 36.6625400289 14.2578419368 14.5004392323 363.9039965088 91.8761617885
0.6 0.39 0.010000000000000007 207.2870866189 14.5170206433 152.4492330160 18.8310346753 9.2127594053 15.5011781734 368.9490790402 48.8492334920
0.04 0.35000000000000003 0.61 6.7998938468 4.3095715100 117.6820338318 17.4601521321 221.8739556773 20.5840003084 346.3558833559 42.3537239505
0.6 0.4 0.0 199.5001114073 16.6966631147 164.9522636375 13.9145583131 0.0000000000 0.0000000000 364.4523750448 30.6112214278
0.61 0.0 0.39 160.8942624709 21.3639719607 0.0000000000 0.0000000000 170.8747518266 18.5556257706 331.7690142975 39.9195977313
0.61 0.01 0.38 190.6163791237 37.7360942965 4.0580011666 5.4881706352 152.8879358449 15.0763212739 347.5623161352 58.3005862056
0.61 0.02 0.37 164.8425879303 60.0742616732 10.7482193062 18.2418101464 184.4745395201 24.3924296000 360.0653467566 102.7085014196
0.61 0.03 0.36 183.1584310337 24.9810349619 6.7998938468 5.8283119650 174.2746987500 42.1782598034 364.2330236305 72.9876067303
0.61 0.04 0.35 238.6543388798 22.5238765189 24.3480069997 12.9881230658 117.1336552958 59.3652629060 380.1360011753 94.8772624907
0.61 0.05 0.34 157.2749641331 27.3389662941 26.8705482654 14.6489962728 176.1391857725 22.7682119045 360.2846981710 64.7561744714
0.61 0.06 0.3300000000000001 182.8294039120 20.1349783301 33.1220635761 8.6803316380 158.1523697907 12.9138196926 374.1038372788 41.7291296607
0.61 0.07 0.3200000000000001 178.6617270382 42.6208321550 22.0448171484 8.4784358374 155.1911256962 11.6276941326 355.8976698828 62.7269621250
0.61 0.08 0.31000000000000005 198.1840029208 48.1804770087 25.1157369501 15.6556069529 139.1784724441 35.5552336499 362.4782123150 99.3913176115
0.04 0.36 0.6000000000000001 8.6643808693 11.2148438426 128.8689559668 28.2614527913 212.7708719792 35.2535326003 350.3042088153 74.7298292342
0.61 0.09 0.30000000000000004 196.3195158984 62.9848021011 38.8252003508 7.8293399969 130.4044158677 27.7754675844 365.5491321169 98.5896096824
0.61 0.1 0.29000000000000004 168.6812376825 20.3489080812 52.2056366300 45.9246643434 141.0429594666 39.3453096775 361.9298337791 105.6188821021
0.61 0.11 0.28 182.3907010832 32.9363288722 29.3930895311 20.9776114779 136.7656068856 43.9557466878 348.5493974999 97.8696870379
0.61 0.12 0.27 173.8359959212 36.4875765149 52.8636908732 13.1537711187 151.5718273584 31.0875980704 378.2715141528 80.7289457040
0.61 0.13 0.26 219.8997929476 58.1881051093 61.3087203280 18.7849867020 90.0437556159 39.5465720109 371.2522688915 116.5196638222
0.61 0.14 0.25 180.3068626463 49.3876906735 43.5412557607 12.1259874411 140.0558781018 33.3212054459 363.9039965088 94.8348835605
0.61 0.15 0.24 209.0418979342 5.5231274895 36.8510376211 4.8753288345 121.0819807552 35.5822883134 366.9749163105 45.9807446374
0.61 0.16 0.23 134.5720927415 53.6070803017 101.3403534581 19.1402178001 112.3079241787 44.7788599918 348.2203703783 117.5261580936
0.61 0.17 0.22 203.9968154028 18.5088926247 68.9860198324 12.3188816715 95.3081895618 25.7903539040 368.2910247970 56.6181282002
0.61 0.18 0.21 167.0361020744 24.6084524351 71.9472639270 25.6594280621 127.9915503091 47.4864149567 366.9749163105 97.7542954539
0.04 0.37 0.5900000000000001 8.6643808693 11.2148438426 128.8689559668 28.2614527913 212.7708719792 35.2535326003 350.3042088153 74.7298292342
0.61 0.19 0.2 146.7460962413 26.7986031704 92.2372697601 32.9348679896 131.9398757686 37.7297185562 370.9232417700 97.4631897162
0.61 0.2 0.18999999999999995 185.5712965922 33.4796660950 70.7408311477 22.9009599962 100.5726235077 19.1301598815 356.8847512476 75.5107859727
0.61 0.21 0.18000000000000005 144.1138792684 12.7601452001 124.3722519714 25.0809902563 105.7273817464 20.9753177147 374.2135129862 58.8164531711
0.61 0.22 0.17000000000000004 195.6614616551 19.2904572936 71.2892096838 19.6561388712 103.7532190167 24.0627601807 370.7038903556 63.0093563455
0.61 0.23 0.16000000000000006 159.2491268628 74.4167252009 112.7466270075 39.0581048375 100.2435963861 17.1795714088 372.2393502564 130.6544014472
0.61 0.24 0.15000000000000002 172.7392388491 17.4380925501 87.4115386430 49.3155448484 97.1726765843 25.9669831259 357.3234540764 92.7206205244
0.61 0.25 0.14 203.1194097451 25.5579698690 77.8697521161 17.6438184143 83.5728888908 22.8441624146 364.5620507520 66.0459506979
0.61 0.26 0.13 186.7777293714 35.9535637365 105.5080303320 17.7064287821 73.8117509495 30.1765687894 366.0975106529 83.8365613080
0.61 0.27 0.12 191.9324876101 16.1934241090 101.1210020437 13.0251158011 70.3021283189 15.0123569579 363.3556179727 44.2308968680
0.61 0.28 0.11 157.9330183763 19.8267471196 121.7400349984 26.9989426000 78.1987792377 10.6695919204 357.8718326124 57.4952816400
0.04 0.38 0.5800000000000001 16.4513560809 8.5518925020 106.8241388184 34.9684958629 225.0545511863 34.2328787486 348.3300460856 77.7532671135
0.61 0.29 0.10000000000000007 200.9258956010 41.2158914536 110.9918156923 30.0887462213 48.1476354633 29.0704766959 360.0653467566 100.3751143708
0.61 0.3 0.09000000000000008 168.6812376825 40.6871745100 119.1078180255 24.5673584141 67.9989384676 32.7781773485 355.7879941756 98.0327102726
0.61 0.31 0.08000000000000007 167.9135077321 16.5374092420 136.7656068856 50.8668315565 64.9280186658 28.9560484078 369.6071332835 96.3602892063
0.61 0.32 0.07000000000000006 198.6227057497 48.4334678361 90.7018098592 31.7840123792 62.1861259857 36.2998425302 351.5106415946 116.5173227455
0.61 0.33 0.06000000000000005 182.9390796192 11.9863054529 156.7265855971 30.3260767655 45.2960670760 14.6916330923 384.9617322923 57.0040153107
0.61 0.34 0.05000000000000005 211.7837906144 26.8864353550 143.7848521468 50.7569883132 25.4447640717 19.9910866937 381.0134068329 97.6345103619
0.61 0.35000000000000003 0.040000000000000036 202.7903826235 39.9821733874 135.9978769352 9.6614276082 30.7091980176 13.7335708604 369.4974575763 63.3771718560
0.61 0.36 0.030000000000000027 218.6933601683 25.7436711124 110.2240857418 23.8982334172 29.2834138239 28.2154479240 358.2008597340 77.8573524536
0.61 0.37 0.020000000000000014 193.1389203894 30.4211232065 162.4297223718 29.7089607505 11.9546520854 6.4101674491 367.5232948466 66.5402514061
0.61 0.38 0.010000000000000007 191.2744333669 20.0727519319 161.9910195429 50.1379949420 8.9934079909 4.0207778413 362.2588609007 74.2315247152
0.04 0.39 0.5700000000000001 14.8062204728 15.8480448158 131.6108486469 17.5891934584 222.8610370422 20.8626143860 369.2781061619 54.2998526602
0.61 0.39 0.0 218.1449816323 23.1038587056 145.4299877549 29.3668866380 0.0000000000 0.0000000000 363.5749693872 52.4707453436
0.62 0.0 0.38 185.6809722994 25.1595211752 0.0000000000 0.0000000000 164.0748579799 42.7785874665 349.7558302793 67.9381086417
0.62 0.01 0.37 215.9514674882 42.3262981044 4.3870282882 9.6364948502 143.4558250252 26.5641717488 363.7943208016 78.5269647034
0.62 0.02 0.36 181.7326468400 24.7643763930 12.6127063287 20.6353611693 171.5328060698 46.4248342629 365.8781592385 91.8245718252
0.62 0.03 0.35 140.0558781018 30.0967406807 8.3353537476 4.8753288345 206.1903295469 36.7307201923 354.5815613963 71.7027897075
0.62 0.04 0.34 184.5842152273 34.0708603872 24.7867098285 11.8409136182 130.1850644533 27.5074020272 339.5559895091 73.4191760326
0.62 0.05 0.33 172.4102117275 48.9335593448 15.0255718872 20.2065399051 155.7395042322 21.3909807856 343.1752878469 90.5310800355
0.62 0.06 0.3200000000000001 169.5586433401 18.7079882086 28.1866567519 12.0263801400 158.9200997412 24.5575639878 356.6653998332 55.2919323364
0.62 0.07 0.31000000000000005 151.7911787728 41.8001156896 46.5024998553 19.0267596707 153.9846929169 21.9614478365 352.2783715450 82.7883231968
0.62 0.08 0.30000000000000004 197.8549757992 31.4170653020 28.6253595807 22.7153190860 137.9720396649 25.0924979377 364.4523750448 79.2248823257
0.04 0.4 0.56 20.7287086619 12.4934062411 134.0237142055 22.2466027146 212.3321691504 39.8314627904 367.0845920178 74.5714717461
0.62 0.09 0.29000000000000004 217.9256302179 23.3956562040 32.6833607473 12.6503214597 117.7917095390 41.2438993110 368.4007005042 77.2898769747
0.62 0.1 0.28 181.1842683040 53.9024580781 49.1347168282 23.0642562303 138.9591210297 49.5442936564 369.2781061619 126.5110079648
0.62 0.11 0.27 170.7650761194 32.8339101168 26.7608725582 19.5013153379 143.4558250252 18.7490934231 340.9817737028 71.0843188778
0.62 0.12 0.26 143.0171221963 21.2148087963 64.1602887154 15.4638857902 154.9717742818 41.6455860823 362.1491851935 78.3242806688
0.62 0.13 0.25 182.1713496688 15.5011781734 57.9087734047 21.1033845164 119.6561965615 31.5622218857 359.7363196350 68.1667845755
0.62 0.14 0.24 194.7840559975 28.2478295305 45.0767156616 27.9395500626 113.7337083724 30.3989722843 353.5944800315 86.5863518774
0.62 0.15 0.23 177.2359428445 24.4397247091 76.2246165080 20.7168092041 107.3725173545 52.1503086355 360.8330767070 97.3068425487
0.62 0.16 0.22 165.8296692951 40.7108188487 67.9989384676 45.0659069055 107.0434902328 36.7267901617 340.8720979955 122.5035159159
0.62 0.17 0.21 199.2807599929 29.8881897816 45.7347699048 22.1273287500 115.4885196877 21.6325428062 360.5040495854 73.6480613378
0.62 0.18 0.2 150.8040974080 30.6150459370 54.7281778957 19.4519073149 158.8104240340 42.4806167907 364.3426993377 92.5475700426
0.04 0.41 0.55 37.0703890356 28.6889512815 151.2428002368 33.2980938042 189.0809192228 48.3837710636 377.3941084952 110.3708161493
0.62 0.19 0.18999999999999995 212.6611962720 19.1402178001 85.1083487917 19.1904283213 70.4118040261 19.0039867604 368.1813490898 57.3346328818
0.62 0.2 0.17999999999999994 159.2491268628 18.7362577309 109.5660314986 17.2633883224 111.3208428139 22.5089182956 380.1360011753 58.5085643489
0.62 0.21 0.17000000000000004 189.3002706372 39.8314627904 83.2438617692 30.3419385150 115.4885196877 27.1730279863 388.0326520941 97.3464292917
0.62 0.22 0.16000000000000006 154.3137200385 28.2324955045 106.9338145256 31.2681575065 108.4692744265 26.5623604112 369.7168089906 86.0630134222
0.62 0.23 0.15000000000000002 161.6619924213 27.7408002374 118.8884666111 25.9669831259 103.5338676023 17.2633883224 384.0843266347 70.9711716857
0.62 0.24 0.14 187.8744864435 14.6424257426 108.7983015481 20.6306972838 85.3277002061 18.3732180556 382.0004881977 53.6463410820
0.62 0.25 0.13 179.4294569887 46.1493690482 104.9596517959 26.6003725993 59.8829361344 39.5404882037 344.2720449190 112.2902298512
0.62 0.26 0.12 188.8615678084 37.4930539756 93.9920810754 37.2096557024 65.9151000307 20.0127363938 348.7687489145 94.7154460718
0.62 0.27 0.11 195.7711373623 24.0987254655 76.6633193368 42.8123165480 83.0245103548 16.6562702296 355.4589670539 83.5673122431
0.62 0.28 0.09999999999999998 190.2873520020 26.5858981743 89.3857013727 40.1059333221 97.6113794131 29.5921236595 377.2844327878 96.2839551559
0.0 0.44 0.56 0.0000000000 0.0000000000 115.4885196877 24.0147226811 233.7189320555 31.5088209451 349.2074517432 55.5235436262
0.04 0.42 0.54 34.2188206482 17.9493266714 146.3073934125 47.8236390728 190.1776762948 41.9609566586 370.7038903555 107.7339224028
0.62 0.29 0.09000000000000008 167.2554534888 40.9840963214 133.6946870838 47.4093463244 67.2312085171 29.1630159645 368.1813490897 117.5564586103
0.62 0.3 0.08000000000000007 186.8874050787 51.9423037747 116.9143038814 26.4261562503 59.4442333055 26.1074261313 363.2459422656 104.4758861563
0.62 0.31 0.07000000000000006 171.3134546554 33.8938750628 131.2818215253 24.2936023984 52.4249880444 21.6436609355 355.0202642251 79.8311383967
0.62 0.32 0.06000000000000005 186.9970807859 41.9930509264 132.4882543046 25.9966131263 46.0637970264 21.0280109666 365.5491321169 89.0176750193
0.62 0.33 0.05000000000000005 180.3068626463 41.8978427723 143.5655007324 94.9322917394 49.0250411210 40.5212778373 372.8974044997 177.3514123490
0.62 0.34 0.040000000000000036 197.9646515064 27.3530422205 120.5336022192 15.1082018789 35.7542805491 26.8326946749 354.2525342747 69.2939387743
0.62 0.35000000000000003 0.030000000000000027 254.6669921318 51.7994545162 110.1144100346 33.1677907502 8.9934079909 9.7011867375 373.7748101573 94.6684320039
0.62 0.36 0.020000000000000014 224.3964969430 55.5933599663 131.3914972325 39.9713412085 16.3416803737 18.1598597118 372.1296745492 113.7245608866
0.62 0.37 0.010000000000000007 215.4030889522 35.5484667667 144.4429063900 15.4576616459 9.5417865269 10.8927359304 369.3877818691 61.8988643430
0.62 0.38 0.0 213.8676290513 45.5543829371 126.0173875794 34.5949935640 0.0000000000 0.0000000000 339.8850166307 80.1493765011
0.04 0.43 0.53 14.1481662295 14.0007387376 130.7334429893 43.5267496298 222.9707127494 53.5352281362 367.8523219682 111.0627165036
0.63 0.0 0.37 216.8288731458 30.3435242339 0.0000000000 0.0000000000 154.7524228674 16.4352624386 371.5812960132 46.7787866725
0.63 0.01 0.36 187.3261079075 35.3734336525 16.4513560809 7.8477547774 174.9327529932 37.8722778818 378.7102169816 81.0934663117
0.63 0.02 0.35 199.6097871145 36.3488525390 7.7869752116 9.1866090278 150.0363674575 24.6572845910 357.4331297836 70.1927461578
0.63 0.03 0.34 178.6617270382 27.6539417355 5.2644339459 4.7351462533 149.8170160431 37.7348192346 333.7431770272 70.1239072234
0.63 0.04 0.33 175.4811315293 30.0839485259 18.0964916890 12.8090708736 156.0685313538 19.2054658801 349.6461545721 62.0984852796
0.63 0.05 0.31999999999999995 176.2488614797 28.0358224869 18.5351945178 16.0950735176 177.2359428445 30.7592946219 372.0199988420 74.8901906264
0.63 0.06 0.31000000000000005 200.7065441866 24.5928056668 39.9219574229 27.9050865611 129.1979830884 51.2625710312 369.8264846979 103.7604632591
0.63 0.07 0.30000000000000004 141.5913380027 33.1024468791 43.5412557607 22.4725497301 176.2488614797 40.4142703735 361.3814552431 95.9892669827
0.63 0.08 0.29000000000000004 178.1133485022 61.6935358187 34.1091449410 18.4750673902 154.3137200385 37.3194056063 366.5362134817 117.4880088152
0.63 0.09 0.28 183.2681067409 38.0396083486 35.7542805491 15.7780617474 145.7590148765 22.7998886975 364.7814021665 76.6175587935
0.04 0.44 0.52 7.6772995044 7.0397794209 141.9203651243 12.5126475990 207.7257894478 34.7614900430 357.3234540765 54.3139170629
0.63 0.1 0.27 196.5388673128 13.8834024027 33.0123878689 19.7465011713 137.6430125433 19.4098116097 367.1942677250 53.0397151837
0.63 0.11 0.26 177.8939970878 34.7074662956 51.4379066795 11.0853876718 139.9462023946 35.5755265764 369.2781061619 81.3683805438
0.63 0.12 0.25 164.1845336871 16.7714203753 44.7476885400 6.8877741254 163.8555065654 34.5462809385 372.7877287925 58.2054754392
0.63 0.13 0.24 180.7455654751 54.8404857567 48.4766625850 15.2382150378 135.8882012280 49.1533190072 365.1104292881 119.2320198017
0.63 0.14 0.23 172.0811846059 40.0002205002 76.2246165080 37.6876116183 114.1724112012 34.2525503958 362.4782123151 111.9403825143
0.63 0.15 0.22 210.2483307135 10.7145925078 61.9667745713 51.5032263148 107.7015444761 39.7540778100 379.9166497609 101.9718966326
0.63 0.16 0.21 228.5641738169 28.6453127649 70.8505068549 21.5969263296 92.6759725889 17.2299104855 392.0906532607 67.4721495800
0.63 0.17 0.2 192.4808661461 63.1412104995 53.3023937020 21.0554507490 117.4626824174 30.1191138781 363.2459422655 114.3157751266
0.63 0.18 0.18999999999999995 191.8228119029 40.8571083411 80.9406719179 26.6274909391 95.8565680979 28.6621046725 368.6200519187 96.1467039527
0.63 0.19 0.17999999999999994 193.1389203894 20.9523662714 72.3859667558 20.0679572938 99.3661907284 40.1622795877 364.8910778736 81.1826031529
0.04 0.45 0.51 9.3224351125 7.6301508527 142.6880950747 28.6116993846 190.5067034164 40.4440230686 342.5172336036 76.6858733059
0.63 0.2 0.16999999999999993 197.3065972632 9.6464756865 84.8889973773 25.6406697965 91.4695398096 50.1754074240 373.6651344501 85.4625529070
0.63 0.21 0.16000000000000006 221.8739556773 19.2054658801 59.8829361344 20.8372298560 101.9984077014 28.2359037855 383.7552995131 68.2785995216
0.63 0.22 0.15000000000000002 179.6488084031 44.5968991930 88.0695928862 33.0748184840 85.3277002061 14.9513373916 353.0461014954 92.6230550686
0.63 0.23 0.14 177.2359428445 35.6633291600 87.1921872286 31.1138982650 99.9145692645 27.9825697507 364.3426993376 94.7597971757
0.63 0.24 0.13 220.2288200692 35.3530247232 70.5214797333 19.2179881908 80.7213205035 33.3630544894 371.4716203060 87.9340674034
0.63 0.25 0.12 149.1589617999 51.2597551542 107.2628416473 42.3160659850 102.7661376518 34.9629916135 359.1879410990 128.5388127527
0.63 0.26 0.11 218.2546573395 28.8261477254 125.7980361650 18.8642216394 39.4832545941 15.7108297239 383.5359480986 63.4011990887
0.63 0.27 0.09999999999999998 237.6672575149 61.3972406483 85.1083487917 50.7237992427 53.1927179948 20.1516987611 375.9683243014 132.2727386521
0.63 0.28 0.08999999999999997 229.3319037673 34.8168119369 107.7015444761 42.8920363741 45.1863913688 24.3825649053 382.2198396122 102.0914132163
0.63 0.29 0.08000000000000007 200.9258956010 42.0766101580 126.7851175299 40.8571083411 35.6446048419 15.6801744172 363.3556179728 98.6138929163
0.04 0.46 0.5 30.9285494320 28.5965604733 126.0173875794 22.5345548851 204.2161668172 35.1893271712 361.1621038286 86.3204425296
0.63 0.3 0.07000000000000006 198.7323814569 43.3439726969 120.7529536336 25.8927597838 42.2251472742 16.9767225222 361.7104823647 86.2134550029
0.63 0.31 0.06000000000000005 180.3068626463 46.5593722844 123.4948463137 18.5010922903 67.0118571027 32.9348679896 370.8135660627 97.9953325643
0.63 0.32 0.05000000000000005 229.3319037673 50.7285418679 110.7724642778 33.0704539958 33.8897935266 10.8440382286 373.9941615717 94.6430340923
0.63 0.33 0.040000000000000036 189.6292977588 34.5393163837 135.2301469847 21.6325428062 30.8188737248 2.5391761976 355.6783184683 58.7110353875
0.63 0.34 0.030000000000000027 156.1782070610 36.2719965802 152.9976115521 27.1677153932 36.1929833779 11.2918051684 345.3688019910 74.7315171418
0.63 0.35000000000000003 0.020000000000000014 231.5254179114 29.8382431747 97.2823522915 32.1377894873 43.1025529319 45.2555512675 371.9103231348 107.2315839295
0.63 0.36 0.010000000000000007 214.8547104161 36.6152640066 145.6493391693 34.8043721776 3.2902712162 5.1442466555 363.7943208016 76.5638828397
0.63 0.37 0.0 193.0292446822 53.4245669240 137.3139854216 45.8470693577 0.0000000000 0.0000000000 330.3432301038 99.2716362817
0.64 0.0 0.36 156.8362613043 46.0272239385 0.0000000000 0.0000000000 189.7389734660 28.6671403268 346.5752347703 74.6943642653
0.64 0.01 0.35 184.6938909345 43.3872440068 3.8386497522 1.8352256020 164.6232365159 55.6193183608 353.1557772026 100.8417879696
0.04 0.47 0.49 13.5997876935 14.5897549757 126.7851175299 14.0350627380 210.9063849567 62.9870938047 351.2912901801 91.6119115184
0.64 0.02 0.34 184.5842152273 81.5609795528 7.2385966756 10.9982370457 173.8359959212 55.4573128527 365.6588078241 148.0165294512
0.64 0.03 0.33 176.9069157229 32.4209998222 16.1223289593 6.6387784563 166.7070749528 60.7013178875 359.7363196350 99.7610961660
0.64 0.04 0.31999999999999995 172.5198874347 41.0989866020 31.6962793825 19.7708525200 144.9912849260 57.8381057774 349.2074517432 118.7079448994
0.64 0.05 0.30999999999999994 182.3907010832 13.9697750313 12.7223820359 4.8257311171 155.9588556466 14.9995313623 351.0719387657 33.7950375107
0.64 0.06 0.30000000000000004 237.1188789789 23.8740612261 25.9931426078 20.0631615100 119.6561965615 33.7644462260 382.7682181482 77.7016689621
0.64 0.07 0.29000000000000004 178.9907541598 49.9649589345 30.3801708960 19.7001506815 156.7265855971 35.5281583842 366.0975106529 105.1932680002
0.64 0.08 0.28 179.9778355247 22.4918110020 16.8900589097 15.1241169806 175.7004829437 38.7427010102 372.5683773781 76.3586289928
0.64 0.09 0.27 177.0165914301 25.6031120353 24.7867098285 15.3608649136 134.2430656199 16.5664783613 336.0463668785 57.5304553102
0.64 0.1 0.26 226.6996867944 26.1810409006 27.3092510942 14.9642042937 106.3854359896 17.3273733828 360.3943738782 58.4726185771
0.64 0.11 0.25 180.3068626463 35.1606017433 51.7669338011 62.2764895961 123.0561434849 19.1803967324 355.1299399323 116.6174880718
0.04 0.48 0.48 16.2320046665 7.6804324568 127.3334960659 19.8073234097 209.0418979342 34.9616154158 352.6073986666 62.4493712823
0.64 0.12 0.24 155.7395042322 40.3570837115 58.0184491119 12.5510418211 159.2491268628 23.3235648263 373.0070802069 76.2316903589
0.64 0.13 0.23 205.6419510108 27.3794150779 59.2248818911 26.4316178927 101.1210020437 8.2249468366 365.9878349456 62.0359798072
0.64 0.14 0.22 168.6812376825 44.6292540853 61.8570988641 61.1254901777 138.6300939081 41.8863573030 369.1684304547 147.6411015660
0.64 0.15 0.21 229.4415794745 36.9436233992 37.5090918644 25.6331626466 92.5662968817 19.0772688109 359.5169682206 81.6540548567
0.64 0.16 0.2 182.2810253760 37.0606532269 86.0954301565 40.5829757662 104.8499760887 31.0318299604 373.2264316212 108.6754589535
0.64 0.17 0.18999999999999995 168.7909133897 34.6783417258 89.3857013727 23.4716263263 103.4241918951 36.2600560553 361.6008066575 94.4100241074
0.64 0.18 0.17999999999999994 162.8684252006 22.6155456962 52.0959609227 16.5896969829 129.7463616244 15.9025993482 344.7107477477 55.1078420273
0.64 0.19 0.16999999999999993 211.7837906144 31.1479008464 64.5989915442 11.6772441901 77.1020221657 20.2065399051 353.4848043243 63.0316849416
0.64 0.2 0.15999999999999992 188.6422163939 16.5170304182 90.5921341520 15.5940189606 98.2694336564 22.1251541808 377.5037842023 54.2362035596
0.64 0.21 0.15000000000000002 215.0740618305 57.5579114547 90.3727827376 9.2388357648 81.3793747467 31.3342554969 386.8262193148 98.1310027164
0.04 0.49 0.47 18.5351945178 6.1418396035 164.1845336871 38.9717775765 166.3780478312 31.9350348602 349.0977760361 77.0486520402
0.64 0.22 0.14 187.9841621507 25.3481416337 86.8631601070 40.5034628924 89.1663499583 37.3773780337 364.0136722160 103.2289825598
0.64 0.23 0.13 208.8225465198 66.4327043295 69.8634254901 24.6962807954 91.1405126880 23.6187596751 369.8264846979 114.7477448000
0.64 0.24 0.12 222.4223342133 12.0663217316 64.5989915442 36.2122545838 67.2312085171 29.5970010801 354.2525342746 77.8755773955
0.64 0.25 0.11 211.1257363711 31.8701828960 100.9016506293 31.6200979383 57.2507191614 27.9154300791 369.2781061618 91.4057109134
0.64 0.26 0.09999999999999998 212.4418448576 29.4911430322 79.8439148458 31.6550767746 62.4054774001 22.6410615513 354.6912371035 83.7872813581
0.64 0.27 0.08999999999999997 179.8681598175 18.5737680168 71.9472639270 43.2706457483 104.7403003815 17.8741121611 356.5557241260 79.7185259262
0.64 0.28 0.07999999999999996 212.6611962720 46.5438685138 99.2565150212 40.4523499018 55.0572050173 18.9659711457 366.9749163105 105.9621895613
0.64 0.29 0.07000000000000006 212.4418448576 28.7726854835 120.2045750975 42.3547076885 50.9992038507 15.6032726568 383.6456238058 86.7306658288
0.64 0.3 0.06000000000000005 230.0996337177 11.9259409323 83.6825645980 16.3501430860 45.7347699048 17.1683649031 359.5169682205 45.4444489214
0.64 0.31 0.05000000000000005 169.9973461690 77.4499994277 131.3914972325 66.8665722631 67.7795870532 12.2247831707 369.1684304547 156.5413548615
0.04 0.5 0.46 11.8449763782 16.0681461520 145.2106363405 21.9504906698 188.7518921012 54.2397104478 345.8075048199 92.2583472696
0.64 0.32 0.040000000000000036 161.6619924213 28.7207990360 166.4877235384 20.3370821325 20.6190329547 7.8661264485 348.7687489144 56.9240076170
